segment_name,PC1,PC2,PC3
Joel OG - Segment 15,-16.292601897838352,3.70339113338879,0.47630032075179307
Joel OG - Segment 16,-17.229531990331868,4.194053151876329,0.6509476754669092
Joel OG - Segment 17,-15.489152204524114,3.480622527232389,-0.2015489448910609
Joel OG - Segment 18,-15.56324300298628,3.0562580604160092,0.6784694408640701
Joel OG - Segment 19,-16.01521014850386,4.45654279496098,0.6464186062079398
Joel OG - Segment 20,-32.58008235734765,5.781345944721258,0.8390228263027808
Joel OG - Segment 21,-1.5064639986707002,-0.6986503191743285,-0.295428857021659
Joel OG - Segment 22,-1.504329043099288,-0.68829701720998,-0.2976960668738551
Joel OG - Segment 23,-1.5071200084761753,-0.6846377838529273,-0.2994630873536357
Joel OG - Segment 24,-1.510818742788021,-0.6932725186806737,-0.27815291361735106
Joel OG - Segment 25,-1.536725931081415,-0.6565605961501103,-0.217958841906257
Joel OG - Segment 26,-1.4837949375891022,-0.7077843330005804,-0.24911503631209708
Joel OG - Segment 27,-1.4960617222449994,-0.7208947815273898,-0.24388273865197374
Joel OG - Segment 28,-1.4847664232125022,-0.7153749623224774,-0.2546000170747834
Joel OG - Segment 29,-1.5278487686928552,-0.7164792360106482,-0.2805950761948541
Joel OG - Segment 30,-1.5798853495130705,-0.7433601179165678,-0.26933289252509607
Joel OG - Segment 31,-1.5227671077122114,-0.7205278731348774,-0.2725402495844636
Joel OG - Segment 32,-1.539089362285365,-0.6755614815469908,-0.287884212843489
